signal_date,effective_trade_date,fund,signal_family,signal_name,signal_direction,signal_strength,target_level,source_snapshot,source_public_date,staleness_days,sector,industry,security_key,confidence_level,notes
2023-03-07,2023-03-08,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.13288400,0.13288400,2022-12-31,2023-03-07,66,Industrials,,,low,Sector not in current NBIM top-3 weights.
2023-03-07,2023-03-08,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.04438900,0.04438900,2022-12-31,2023-03-07,66,Materials,,,low,Sector not in current NBIM top-3 weights.
2023-03-07,2023-03-08,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.05565500,0.05565500,2022-12-31,2023-03-07,66,Real Estate,,,low,Sector not in current NBIM top-3 weights.
2023-03-07,2023-03-08,NBIM,nbim_industry_concentration,top_sector_concentration,top3,0.17662100,0.17662100,2022-12-31,2023-03-07,66,Technology,,,high,Sector ranked in current top-3 NBIM weights.
2023-03-07,2023-03-08,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.02705300,0.02705300,2022-12-31,2023-03-07,66,Utilities,,,low,Sector not in current NBIM top-3 weights.
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00079800,0.03088100,2022-12-31,2023-03-07,66,Communication Services,,,medium,weight_change=-0.000798; accumulations=99; reductions=92
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,underweight,0.01124000,0.13400700,2022-12-31,2023-03-07,66,Consumer Discretionary,,,high,weight_change=-0.011240; accumulations=663; reductions=556
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,overweight,0.00649100,0.06627100,2022-12-31,2023-03-07,66,Consumer Staples,,,high,weight_change=0.006491; accumulations=227; reductions=222
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,overweight,0.00676700,0.04403100,2022-12-31,2023-03-07,66,Energy,,,high,weight_change=0.006767; accumulations=86; reductions=72
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,overweight,0.01623200,0.15958400,2022-12-31,2023-03-07,66,Financials,,,high,weight_change=0.016232; accumulations=522; reductions=389
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,overweight,0.01477500,0.12862500,2022-12-31,2023-03-07,66,Health Care,,,high,weight_change=0.014775; accumulations=461; reductions=251
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00085400,0.13288400,2022-12-31,2023-03-07,66,Industrials,,,medium,weight_change=-0.000854; accumulations=789; reductions=609
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00054300,0.04438900,2022-12-31,2023-03-07,66,Materials,,,medium,weight_change=0.000543; accumulations=288; reductions=224
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,underweight,0.00712500,0.05565500,2022-12-31,2023-03-07,66,Real Estate,,,high,weight_change=-0.007125; accumulations=285; reductions=246
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,underweight,0.02820800,0.17662100,2022-12-31,2023-03-07,66,Technology,,,high,weight_change=-0.028208; accumulations=511; reductions=364
2023-03-07,2023-03-08,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00341700,0.02705300,2022-12-31,2023-03-07,66,Utilities,,,medium,weight_change=0.003417; accumulations=132; reductions=75
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.03088100,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Communication Services,,,low,Cross-fund confirmation condition not satisfied.
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13400700,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Consumer Discretionary,,,low,Cross-fund confirmation condition not satisfied.
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.06627100,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Consumer Staples,,,low,Cross-fund confirmation condition not satisfied.
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04403100,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Energy,,,low,Cross-fund confirmation condition not satisfied.
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.15958400,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Financials,,,low,Cross-fund confirmation condition not satisfied.
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.12862500,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Health Care,,,low,Cross-fund confirmation condition not satisfied.
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13288400,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Industrials,,,low,Cross-fund confirmation condition not satisfied.
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04438900,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Materials,,,low,Cross-fund confirmation condition not satisfied.
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.05565500,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Real Estate,,,low,Cross-fund confirmation condition not satisfied.
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.17662100,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Technology,,,low,Cross-fund confirmation condition not satisfied.
2023-05-16,2023-05-16,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02705300,PIF:2023-03-31|NBIM:2022-12-31,PIF:2023-05-15|NBIM:2023-03-07,,Utilities,,,low,Cross-fund confirmation condition not satisfied.
2023-05-15,2023-05-16,PIF,pif_exposure,visible_sleeve_regime,stable,0.20000000,50,2023-03-31,2023-05-15,45,,,,medium,holding_count=50; flow_score=2; count_change_pct=0.000000
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.12150058,0.27361983,2023-03-31,2023-05-15,45,Communication Services,,,medium,net_weight_change=0.021501; flow_score=1
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00461060,0.33494868,2023-03-31,2023-05-15,45,Consumer Discretionary,,,low,net_weight_change=0.004611; flow_score=0
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00115860,0.01778258,2023-03-31,2023-05-15,45,Consumer Staples,,,low,net_weight_change=-0.001159; flow_score=0
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2023-03-31,2023-05-15,45,Energy,,,low,No sector-specific filing delta for this period.
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00720393,0.05019496,2023-03-31,2023-05-15,45,Financials,,,low,net_weight_change=-0.007204; flow_score=0
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00093911,0.00389185,2023-03-31,2023-05-15,45,Health Care,,,low,net_weight_change=-0.000939; flow_score=0
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00127496,0.02293776,2023-03-31,2023-05-15,45,Industrials,,,low,net_weight_change=-0.001275; flow_score=0
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.10759520,0.05590639,2023-03-31,2023-05-15,45,Materials,,,medium,net_weight_change=-0.007595; flow_score=1
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00219878,0.01375352,2023-03-31,2023-05-15,45,Real Estate,,,low,net_weight_change=-0.002199; flow_score=0
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.01006480,0.15027476,2023-03-31,2023-05-15,45,Technology,,,low,net_weight_change=0.010065; flow_score=0
2023-05-15,2023-05-16,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.01580538,0.07668970,2023-03-31,2023-05-15,45,Utilities,,,low,net_weight_change=-0.015805; flow_score=0
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.03088100,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Communication Services,,,low,Cross-fund confirmation condition not satisfied.
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.34660737,0.13400700,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Consumer Discretionary,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.06627100,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Consumer Staples,,,low,Cross-fund confirmation condition not satisfied.
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04403100,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Energy,,,low,Cross-fund confirmation condition not satisfied.
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.15958400,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Financials,,,low,Cross-fund confirmation condition not satisfied.
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.12862500,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Health Care,,,low,Cross-fund confirmation condition not satisfied.
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13288400,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Industrials,,,low,Cross-fund confirmation condition not satisfied.
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04438900,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Materials,,,low,Cross-fund confirmation condition not satisfied.
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.05565500,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Real Estate,,,low,Cross-fund confirmation condition not satisfied.
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.17662100,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Technology,,,low,Cross-fund confirmation condition not satisfied.
2023-08-15,2023-08-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02705300,PIF:2023-06-30|NBIM:2022-12-31,PIF:2023-08-14|NBIM:2023-03-07,,Utilities,,,low,Cross-fund confirmation condition not satisfied.
2023-08-14,2023-08-15,PIF,pif_exposure,visible_sleeve_regime,stable,0.10000000,49,2023-06-30,2023-08-14,45,,,,medium,holding_count=49; flow_score=1; count_change_pct=-0.020000
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00368643,0.27730626,2023-06-30,2023-08-14,45,Communication Services,,,low,net_weight_change=0.003686; flow_score=0
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.20136037,0.33358831,2023-06-30,2023-08-14,45,Consumer Discretionary,,,medium,net_weight_change=-0.001360; flow_score=2
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00025552,0.01752706,2023-06-30,2023-08-14,45,Consumer Staples,,,low,net_weight_change=-0.000256; flow_score=0
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2023-06-30,2023-08-14,45,Energy,,,low,No sector-specific filing delta for this period.
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00396142,0.04623354,2023-06-30,2023-08-14,45,Financials,,,low,net_weight_change=-0.003961; flow_score=0
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.10034118,0.00423303,2023-06-30,2023-08-14,45,Health Care,,,medium,net_weight_change=0.000341; flow_score=-1
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00166857,0.02126919,2023-06-30,2023-08-14,45,Industrials,,,low,net_weight_change=-0.001669; flow_score=0
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00513344,0.05077295,2023-06-30,2023-08-14,45,Materials,,,low,net_weight_change=-0.005133; flow_score=0
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00175583,0.01199769,2023-06-30,2023-08-14,45,Real Estate,,,low,net_weight_change=-0.001756; flow_score=0
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.01920603,0.16948079,2023-06-30,2023-08-14,45,Technology,,,low,net_weight_change=0.019206; flow_score=0
2023-08-14,2023-08-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00909852,0.06759118,2023-06-30,2023-08-14,45,Utilities,,,low,net_weight_change=-0.009099; flow_score=0
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.03088100,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Communication Services,,,low,Cross-fund confirmation condition not satisfied.
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.37616686,0.13400700,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Consumer Discretionary,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.06627100,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Consumer Staples,,,low,Cross-fund confirmation condition not satisfied.
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04403100,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Energy,,,low,Cross-fund confirmation condition not satisfied.
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.15958400,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Financials,,,low,Cross-fund confirmation condition not satisfied.
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.24352494,0.12862500,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Health Care,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13288400,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Industrials,,,low,Cross-fund confirmation condition not satisfied.
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04438900,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Materials,,,low,Cross-fund confirmation condition not satisfied.
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.05565500,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Real Estate,,,low,Cross-fund confirmation condition not satisfied.
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.17662100,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Technology,,,low,Cross-fund confirmation condition not satisfied.
2023-11-15,2023-11-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02705300,PIF:2023-09-30|NBIM:2022-12-31,PIF:2023-11-14|NBIM:2023-03-07,,Utilities,,,low,Cross-fund confirmation condition not satisfied.
2023-11-14,2023-11-15,PIF,pif_exposure,visible_sleeve_regime,stable,0.40000000,50,2023-09-30,2023-11-14,45,,,,medium,holding_count=50; flow_score=4; count_change_pct=0.020408
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.12016426,0.29747052,2023-09-30,2023-11-14,45,Communication Services,,,medium,net_weight_change=0.020164; flow_score=1
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.23091986,0.30266845,2023-09-30,2023-11-14,45,Consumer Discretionary,,,medium,net_weight_change=-0.030920; flow_score=2
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00199328,0.01952034,2023-09-30,2023-11-14,45,Consumer Staples,,,low,net_weight_change=0.001993; flow_score=0
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2023-09-30,2023-11-14,45,Energy,,,low,No sector-specific filing delta for this period.
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00026063,0.04649417,2023-09-30,2023-11-14,45,Financials,,,low,net_weight_change=0.000261; flow_score=0
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.10012494,0.00410809,2023-09-30,2023-11-14,45,Health Care,,,medium,net_weight_change=-0.000125; flow_score=1
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.10249545,0.01877374,2023-09-30,2023-11-14,45,Industrials,,,medium,net_weight_change=-0.002495; flow_score=-1
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00107959,0.05185254,2023-09-30,2023-11-14,45,Materials,,,low,net_weight_change=0.001080; flow_score=0
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.10008774,0.01208543,2023-09-30,2023-11-14,45,Real Estate,,,medium,net_weight_change=0.000088; flow_score=1
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.01425024,0.18373103,2023-09-30,2023-11-14,45,Technology,,,low,net_weight_change=0.014250; flow_score=0
2023-11-14,2023-11-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00429549,0.06329569,2023-09-30,2023-11-14,45,Utilities,,,low,net_weight_change=-0.004295; flow_score=0
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.03088100,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Communication Services,,,low,Cross-fund confirmation condition not satisfied.
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.27129027,0.13400700,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Consumer Discretionary,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.06627100,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Consumer Staples,,,low,Cross-fund confirmation condition not satisfied.
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04403100,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Energy,,,low,Cross-fund confirmation condition not satisfied.
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.15958400,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Financials,,,low,Cross-fund confirmation condition not satisfied.
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.12862500,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Health Care,,,low,Cross-fund confirmation condition not satisfied.
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13288400,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Industrials,,,low,Cross-fund confirmation condition not satisfied.
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04438900,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Materials,,,low,Cross-fund confirmation condition not satisfied.
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.05565500,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Real Estate,,,low,Cross-fund confirmation condition not satisfied.
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.26457719,0.17662100,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Technology,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2024-02-15,2024-02-15,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02705300,PIF:2023-12-31|NBIM:2022-12-31,PIF:2024-02-14|NBIM:2023-03-07,,Utilities,,,low,Cross-fund confirmation condition not satisfied.
2024-02-14,2024-02-15,PIF,pif_exposure,visible_sleeve_regime,stable,0.20000000,48,2023-12-31,2024-02-14,45,,,,medium,holding_count=48; flow_score=-2; count_change_pct=-0.040000
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.16089734,0.23657318,2023-12-31,2024-02-14,45,Communication Services,,,medium,net_weight_change=-0.060897; flow_score=-1
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.12604327,0.27662518,2023-12-31,2024-02-14,45,Consumer Discretionary,,,medium,net_weight_change=-0.026043; flow_score=1
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00343086,0.02295120,2023-12-31,2024-02-14,45,Consumer Staples,,,low,net_weight_change=0.003431; flow_score=0
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2023-12-31,2024-02-14,45,Energy,,,low,No sector-specific filing delta for this period.
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00929902,0.05579319,2023-12-31,2024-02-14,45,Financials,,,low,net_weight_change=0.009299; flow_score=0
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00020014,0.00390795,2023-12-31,2024-02-14,45,Health Care,,,low,net_weight_change=-0.000200; flow_score=0
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.20080688,0.01796686,2023-12-31,2024-02-14,45,Industrials,,,medium,net_weight_change=-0.000807; flow_score=-2
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00463242,0.05648496,2023-12-31,2024-02-14,45,Materials,,,low,net_weight_change=0.004632; flow_score=0
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00387695,0.01596238,2023-12-31,2024-02-14,45,Real Estate,,,low,net_weight_change=0.003877; flow_score=0
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.05974819,0.24347922,2023-12-31,2024-02-14,45,Technology,,,medium,net_weight_change=0.059748; flow_score=0
2024-02-14,2024-02-15,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00696017,0.07025586,2023-12-31,2024-02-14,45,Utilities,,,low,net_weight_change=0.006960; flow_score=0
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.03323100,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Communication Services,,,low,Cross-fund confirmation condition not satisfied.
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.27422027,0.14109200,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Consumer Discretionary,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.05585100,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Consumer Staples,,,low,Cross-fund confirmation condition not satisfied.
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.03730900,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Energy,,,low,Cross-fund confirmation condition not satisfied.
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.14950900,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Financials,,,low,Cross-fund confirmation condition not satisfied.
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11117800,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Health Care,,,low,Cross-fund confirmation condition not satisfied.
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13076000,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Industrials,,,low,Cross-fund confirmation condition not satisfied.
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.03990000,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Materials,,,low,Cross-fund confirmation condition not satisfied.
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.05497900,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Real Estate,,,low,Cross-fund confirmation condition not satisfied.
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.32851719,0.22269500,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Technology,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2024-02-28,2024-02-28,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02349700,PIF:2023-12-31|NBIM:2023-12-31,PIF:2024-02-14|NBIM:2024-02-27,,Utilities,,,low,Cross-fund confirmation condition not satisfied.
2024-02-27,2024-02-28,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.03323100,0.03323100,2023-12-31,2024-02-27,58,Communication Services,,,low,Sector not in current NBIM top-3 weights.
2024-02-27,2024-02-28,NBIM,nbim_industry_concentration,top_sector_concentration,top3,0.14109200,0.14109200,2023-12-31,2024-02-27,58,Consumer Discretionary,,,high,Sector ranked in current top-3 NBIM weights.
